app,usage,start_time,end_time,created_at,tz,device_model
com.amazon.Amazon,30,1736077237,1736077267,1736077268,-21600,iPhone
com.tencent.xin,1,1736077236,1736077237,1736077238,-21600,iPhone
com.xingin.discover,17,1736077219,1736077236,1736077237,-21600,iPhone
com.tencent.xin,48,1736077171,1736077219,1736077220,-21600,iPhone
com.amazon.Amazon,1,1736077170,1736077171,1736077171,-21600,iPhone
com.xingin.discover,64,1736077106,1736077170,1736077170,-21600,iPhone
com.amazon.Amazon,12,1736077094,1736077106,1736077106,-21600,iPhone
com.tencent.xin,245,1736076849,1736077094,1736077095,-21600,iPhone
com.xingin.discover,1,1736076848,1736076849,1736076851,-21600,iPhone
com.amazon.Amazon,11,1736076837,1736076848,1736076850,-21600,iPhone
com.xingin.discover,6,1736076831,1736076837,1736076837,-21600,iPhone
com.tencent.xin,92,1736076739,1736076831,1736076832,-21600,iPhone
com.xingin.discover,16,1736076723,1736076739,1736076740,-21600,iPhone
com.tencent.xin,47,1736076676,1736076723,1736076723,-21600,iPhone
com.xingin.discover,21,1736076654,1736076675,1736076676,-21600,iPhone
com.tencent.xin,1,1736076653,1736076654,1736076654,-21600,iPhone
com.xingin.discover,219,1736076433,1736076652,1736076653,-21600,iPhone
com.amazon.Amazon,8,1736076425,1736076433,1736076434,-21600,iPhone
com.apple.calculator,10,1736076415,1736076425,1736076425,-21600,iPhone
com.amazon.Amazon,98,1736076315,1736076413,1736076414,-21600,iPhone
com.openai.chat,4,1736076311,1736076315,1736076316,-21600,iPhone
com.amazon.Amazon,7,1736076304,1736076311,1736076313,-21600,iPhone
com.openai.chat,45,1736076259,1736076304,1736076304,-21600,iPhone
com.amazon.Amazon,36,1736076223,1736076259,1736076260,-21600,iPhone
com.openai.chat,82,1736076141,1736076223,1736076224,-21600,iPhone
com.xingin.discover,1,1736076140,1736076141,1736076141,-21600,iPhone
com.google.chrome.ios,3,1736076137,1736076140,1736076140,-21600,iPhone
com.xingin.discover,90,1736076047,1736076137,1736076137,-21600,iPhone
com.openai.chat,48,1736075999,1736076047,1736076048,-21600,iPhone
com.google.chrome.ios,2,1736075997,1736075999,1736075999,-21600,iPhone
com.xingin.discover,86,1736075911,1736075997,1736075998,-21600,iPhone
com.openai.chat,40,1736075871,1736075911,1736075912,-21600,iPhone
com.xingin.discover,141,1736075729,1736075870,1736075871,-21600,iPhone
com.apple.mobilenotes,3,1736075726,1736075729,1736075730,-21600,iPhone
com.xingin.discover,8,1736075716,1736075724,1736075724,-21600,iPhone
com.google.chrome.ios,14,1736075702,1736075716,1736075717,-21600,iPhone
com.xingin.discover,207,1736075495,1736075702,1736075703,-21600,iPhone
com.google.chrome.ios,18,1736075477,1736075495,1736075495,-21600,iPhone
com.xingin.discover,41,1736075436,1736075477,1736075477,-21600,iPhone
com.amazon.Amazon,220,1736075216,1736075436,1736075438,-21600,iPhone
com.xingin.discover,1,1736075215,1736075216,1736075217,-21600,iPhone
com.amazon.Amazon,1,1736075206,1736075207,1736075208,-21600,iPhone
com.zimride.instant,11,1736075191,1736075202,1736075202,-21600,iPhone
com.zimride.instant,6,1736075179,1736075185,1736075186,-21600,iPhone
com.apple.camera,4,1736074770,1736074774,1736074776,-21600,iPhone
com.zimride.instant,7,1736074767,1736074774,1736074776,-21600,iPhone
com.zimride.instant,14,1736074227,1736074241,1736074242,-21600,iPhone
com.zimride.instant,8,1736074215,1736074223,1736074223,-21600,iPhone
com.zimride.instant,5,1736073956,1736073961,1736073962,-21600,iPhone
com.ubercab.UberClient,2,1736073954,1736073956,1736073957,-21600,iPhone
com.ubercab.UberClient,2,1736073869,1736073871,1736073872,-21600,iPhone
com.zimride.instant,28,1736073841,1736073869,1736073869,-21600,iPhone
com.apple.PassbookUIService,10,1736073855,1736073865,1736073865,-21600,iPhone
com.ubercab.UberClient,22,1736073819,1736073841,1736073842,-21600,iPhone
com.ubercab.UberClient,1,1736073815,1736073816,1736073817,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,22,1736073792,1736073814,1736073815,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,12,1736073777,1736073789,1736073789,-21600,iPhone
com.google.Chrome,59,1736073073,1736073132,1736073132,-21600,MacBook
com.apple.finder,0,1736072722,1736072722,1736072723,-21600,MacBook
com.google.Chrome,5,1736072717,1736072722,1736072722,-21600,MacBook
com.google.Chrome,385,1736071941,1736072326,1736072326,-21600,MacBook
com.apple.finder,3,1736071938,1736071941,1736071941,-21600,MacBook
com.google.Chrome,121,1736071817,1736071938,1736071939,-21600,MacBook
com.tencent.xinWeChat,5,1736071484,1736071489,1736071489,-21600,MacBook
com.google.Chrome,304,1736071180,1736071484,1736071485,-21600,MacBook
com.ridewithvia.UCA.UniversityOfChicagoRider,6,1736071095,1736071101,1736071101,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,162,1736070774,1736070936,1736070937,-21600,iPhone
com.google.chrome.ios,3,1736070764,1736070767,1736070767,-21600,iPhone
com.google.chrome.ios,6,1736070457,1736070463,1736070464,-21600,iPhone
com.google.chrome.ios,2,1736070454,1736070456,1736070457,-21600,iPhone
com.google.chrome.ios,5,1736070447,1736070452,1736070453,-21600,iPhone
com.google.chrome.ios,6,1736070440,1736070446,1736070447,-21600,iPhone
com.google.chrome.ios,8,1736070254,1736070262,1736070263,-21600,iPhone
com.google.chrome.ios,6,1736070225,1736070231,1736070231,-21600,iPhone
com.google.chrome.ios,6,1736070206,1736070212,1736070213,-21600,iPhone
com.google.chrome.ios,6,1736070199,1736070205,1736070206,-21600,iPhone
com.google.chrome.ios,6,1736070187,1736070193,1736070194,-21600,iPhone
com.google.chrome.ios,2,1736070179,1736070181,1736070181,-21600,iPhone
com.google.chrome.ios,13,1736070077,1736070090,1736070091,-21600,iPhone
com.google.chrome.ios,19,1736070054,1736070073,1736070073,-21600,iPhone
com.google.chrome.ios,10,1736070030,1736070040,1736070040,-21600,iPhone
com.google.chrome.ios,28,1736069987,1736070015,1736070015,-21600,iPhone
com.google.chrome.ios,24,1736069934,1736069958,1736069958,-21600,iPhone
com.google.chrome.ios,12,1736069909,1736069921,1736069922,-21600,iPhone
com.apple.weather,5,1736069903,1736069908,1736069909,-21600,iPhone
com.google.Maps,2,1736069899,1736069901,1736069902,-21600,iPhone
com.google.Maps,13,1736068342,1736068355,1736068356,-21600,iPhone
com.google.Maps,51,1736068169,1736068220,1736068220,-21600,iPhone
com.google.Maps,10,1736068159,1736068169,1736068169,-21600,iPhone
com.apple.weather,15,1736068144,1736068159,1736068159,-21600,iPhone
com.apple.mobilenotes,5,1736068136,1736068141,1736068142,-21600,iPhone
com.apple.mobilenotes,184,1736067936,1736068120,1736068120,-21600,iPhone
com.apple.mobilenotes,2,1736067788,1736067790,1736067790,-21600,iPhone
com.tencent.xin,16,1736067771,1736067787,1736067788,-21600,iPhone
com.apple.mobilenotes,1,1736067769,1736067770,1736067770,-21600,iPhone
com.google.chrome.ios,3,1736067766,1736067769,1736067769,-21600,iPhone
com.google.chrome.ios,1,1736067731,1736067732,1736067733,-21600,iPhone
com.google.chrome.ios,4,1736067726,1736067730,1736067730,-21600,iPhone
com.google.chrome.ios,105,1736067274,1736067379,1736067380,-21600,iPhone
com.google.chrome.ios,15,1736067257,1736067272,1736067273,-21600,iPhone
com.apple.mobilenotes,14,1736067234,1736067248,1736067249,-21600,iPhone
com.netease.cloudmusic,3,1736067230,1736067233,1736067234,-21600,iPhone
com.netease.cloudmusic,26,1736067108,1736067134,1736067135,-21600,iPhone
com.apple.mobilenotes,3,1736067101,1736067104,1736067104,-21600,iPhone
com.apple.mobilenotes,2,1736067031,1736067033,1736067033,-21600,iPhone
com.apple.mobilenotes,2,1736067026,1736067028,1736067029,-21600,iPhone
com.bilibili.bilicomic,3,1736067023,1736067026,1736067026,-21600,iPhone
com.bilibili.bilicomic,9,1736067005,1736067014,1736067015,-21600,iPhone
com.apple.mobilenotes,14,1736066990,1736067004,1736067004,-21600,iPhone
com.apple.mobilenotes,31,1736066901,1736066932,1736066933,-21600,iPhone
com.apple.mobilenotes,3,1736066839,1736066842,1736066843,-21600,iPhone
com.tencent.xin,8,1736066831,1736066839,1736066840,-21600,iPhone
com.bilibili.bilicomic,14,1736066722,1736066736,1736066737,-21600,iPhone
com.tencent.xin,2,1736066716,1736066718,1736066718,-21600,iPhone
com.tencent.xin,104,1736066610,1736066714,1736066715,-21600,iPhone
com.tencent.xin,6,1736066516,1736066522,1736066523,-21600,iPhone
com.tencent.xin,17,1736066305,1736066322,1736066322,-21600,iPhone
com.google.chrome.ios,3,1736066302,1736066305,1736066306,-21600,iPhone
com.google.chrome.ios,30,1736066136,1736066166,1736066167,-21600,iPhone
com.tencent.xin,16,1736066120,1736066136,1736066137,-21600,iPhone
com.google.chrome.ios,50,1736066070,1736066120,1736066121,-21600,iPhone
com.amazon.Amazon,2,1736066067,1736066069,1736066070,-21600,iPhone
com.google.chrome.ios,35,1736066032,1736066067,1736066068,-21600,iPhone
com.tencent.xin,2,1736066029,1736066031,1736066031,-21600,iPhone
com.bilibili.bilicomic,4,1736065250,1736065254,1736065255,-21600,iPhone
com.tencent.xin,4,1736065245,1736065249,1736065249,-21600,iPhone
com.tencent.xin,5,1736065156,1736065161,1736065162,-21600,iPhone
com.apple.camera,0,1736065161,1736065161,1736065162,-21600,iPhone
com.tencent.xin,2,1736065152,1736065154,1736065155,-21600,iPhone
com.tencent.xin,20,1736065086,1736065106,1736065107,-21600,iPhone
com.tencent.xin,19,1736065042,1736065061,1736065061,-21600,iPhone
com.tencent.xin,12,1736065025,1736065037,1736065038,-21600,iPhone
com.apple.camera,0,1736065028,1736065028,1736065028,-21600,iPhone
com.tencent.xin,22,1736064962,1736064984,1736064985,-21600,iPhone
com.tencent.xin,11,1736064943,1736064954,1736064954,-21600,iPhone
com.apple.camera,0,1736064947,1736064947,1736064948,-21600,iPhone
com.tencent.xin,2,1736064568,1736064570,1736064570,-21600,iPhone
com.tencent.xin,6,1736063672,1736063678,1736063679,-21600,iPhone
com.tencent.xin,6,1736062990,1736062996,1736062997,-21600,iPhone
com.tencent.xin,9,1736062865,1736062874,1736062875,-21600,iPhone
com.tencent.xin,56,1736062807,1736062863,1736062864,-21600,iPhone
com.tencent.xin,18,1736062747,1736062765,1736062766,-21600,iPhone
com.tencent.xin,14,1736062644,1736062658,1736062658,-21600,iPhone
com.tencent.xin,1,1736062613,1736062614,1736062615,-21600,iPhone
com.bilibili.bilicomic,7,1736062606,1736062613,1736062613,-21600,iPhone
com.tencent.xin,3,1736062603,1736062606,1736062607,-21600,iPhone
com.tencent.xin,13,1736062585,1736062598,1736062599,-21600,iPhone
com.bilibili.bilicomic,24,1736062561,1736062585,1736062586,-21600,iPhone
com.naver.linewebtoon,1,1736062559,1736062560,1736062561,-21600,iPhone
com.bilibili.bilicomic,1,1736062558,1736062559,1736062560,-21600,iPhone
tv.danmaku.bilianime,3,1736062555,1736062558,1736062558,-21600,iPhone
com.bilibili.bilicomic,1,1736062554,1736062555,1736062556,-21600,iPhone
com.tencent.xin,16,1736062533,1736062549,1736062549,-21600,iPhone
com.tencent.xin,65,1736062463,1736062528,1736062529,-21600,iPhone
com.apple.mobiletimer,2,1736062461,1736062463,1736062463,-21600,iPhone
com.tencent.xin,3,1736062457,1736062460,1736062460,-21600,iPhone
com.tencent.xin,44,1736062412,1736062456,1736062457,-21600,iPhone
com.tencent.xin,12,1736060865,1736060877,1736060878,-21600,iPhone
com.tencent.xin,74,1736060660,1736060734,1736060734,-21600,iPhone
com.tencent.xin,138,1736060483,1736060621,1736060621,-21600,iPhone
com.tencent.xin,315,1736060105,1736060420,1736060421,-21600,iPhone
com.tencent.xin,5,1736059905,1736059910,1736059911,-21600,iPhone
com.tencent.xin,29,1736059820,1736059849,1736059849,-21600,iPhone
com.tencent.xin,49,1736059757,1736059806,1736059807,-21600,iPhone
com.tencent.xin,25,1736059722,1736059747,1736059747,-21600,iPhone
com.tencent.xin,155,1736059488,1736059643,1736059644,-21600,iPhone
com.tencent.xin,87,1736059369,1736059456,1736059457,-21600,iPhone
com.tencent.xin,148,1736059152,1736059300,1736059301,-21600,iPhone
com.tencent.xin,222,1736058854,1736059076,1736059076,-21600,iPhone
com.tencent.xin,34,1736058787,1736058821,1736058821,-21600,iPhone
com.tencent.xin,27,1736058731,1736058758,1736058759,-21600,iPhone
com.tencent.xin,192,1736058525,1736058717,1736058718,-21600,iPhone
com.tencent.xin,94,1736058391,1736058485,1736058486,-21600,iPhone
com.apple.PassbookUIService,31,1736058302,1736058333,1736058333,-21600,iPhone
com.tencent.xin,8,1736058289,1736058297,1736058297,-21600,iPhone
com.google.Chrome,12,1736058191,1736058203,1736058203,-21600,MacBook
com.tinyspeck.slackmacgap,17,1736058174,1736058191,1736058191,-21600,MacBook
com.valvesoftware.steam,60,1736058114,1736058174,1736058175,-21600,MacBook
com.tinyspeck.slackmacgap,2,1736058112,1736058114,1736058115,-21600,MacBook
com.google.Chrome,64,1736058048,1736058112,1736058112,-21600,MacBook
com.tinyspeck.slackmacgap,1,1736058047,1736058048,1736058048,-21600,MacBook
com.google.Chrome,25,1736058022,1736058047,1736058048,-21600,MacBook
com.tinyspeck.slackmacgap,4,1736058018,1736058022,1736058022,-21600,MacBook
com.google.Chrome,3,1736058015,1736058018,1736058019,-21600,MacBook
com.tinyspeck.slackmacgap,29,1736057986,1736058015,1736058015,-21600,MacBook
com.apple.finder,0,1736057986,1736057986,1736057987,-21600,MacBook
com.google.Chrome,19,1736057967,1736057986,1736057986,-21600,MacBook
com.valvesoftware.steam,5,1736057962,1736057967,1736057967,-21600,MacBook
com.google.Chrome,52,1736057910,1736057962,1736057963,-21600,MacBook
com.valvesoftware.steam,7,1736057903,1736057910,1736057911,-21600,MacBook
com.tencent.xin,2,1736057887,1736057889,1736057890,-21600,iPhone
com.valvesoftware.steam,63,1736057773,1736057836,1736057837,-21600,MacBook
com.tencent.xinWeChat,13,1736057760,1736057773,1736057774,-21600,MacBook
com.valvesoftware.steam,175,1736057585,1736057760,1736057761,-21600,MacBook
com.tencent.xinWeChat,61,1736057524,1736057585,1736057585,-21600,MacBook
com.apple.finder,0,1736057524,1736057524,1736057525,-21600,MacBook
com.google.Chrome,6,1736057518,1736057524,1736057525,-21600,MacBook
com.valvesoftware.steam,6,1736057512,1736057518,1736057518,-21600,MacBook
com.tencent.xinWeChat,3,1736057509,1736057512,1736057512,-21600,MacBook
com.valvesoftware.steam,1,1736057508,1736057509,1736057510,-21600,MacBook
com.tencent.xinWeChat,3,1736057505,1736057508,1736057509,-21600,MacBook
com.valvesoftware.steam,2,1736057503,1736057505,1736057506,-21600,MacBook
com.tencent.xinWeChat,26,1736057477,1736057503,1736057504,-21600,MacBook
com.tencent.xin,48,1736057451,1736057499,1736057500,-21600,iPhone
com.valvesoftware.steam,17,1736057460,1736057477,1736057478,-21600,MacBook
com.tencent.xinWeChat,28,1736057432,1736057460,1736057461,-21600,MacBook
com.tencent.xin,20,1736057429,1736057449,1736057449,-21600,iPhone
com.valvesoftware.steam,2,1736057430,1736057432,1736057433,-21600,MacBook
com.tencent.xinWeChat,4,1736057422,1736057426,1736057427,-21600,MacBook
com.google.Chrome,28,1736057394,1736057422,1736057423,-21600,MacBook
com.tencent.xinWeChat,10,1736057384,1736057394,1736057395,-21600,MacBook
com.valvesoftware.steam,31,1736057353,1736057384,1736057385,-21600,MacBook
com.microsoft.Outlook,13,1736057340,1736057353,1736057354,-21600,MacBook
com.valvesoftware.steam,1,1736057339,1736057340,1736057340,-21600,MacBook
com.microsoft.Outlook,2,1736057337,1736057339,1736057339,-21600,MacBook
com.valvesoftware.steam,1,1736057336,1736057337,1736057337,-21600,MacBook
com.microsoft.Outlook,13,1736057323,1736057336,1736057337,-21600,MacBook
com.valvesoftware.steam,4,1736057319,1736057323,1736057329,-21600,MacBook
com.microsoft.Outlook,0,1736057319,1736057319,1736057328,-21600,MacBook
com.valvesoftware.steam,1,1736057318,1736057319,1736057327,-21600,MacBook
com.microsoft.Outlook,3,1736057315,1736057318,1736057321,-21600,MacBook
com.google.Chrome,4,1736057311,1736057315,1736057318,-21600,MacBook
com.tencent.xin,2,1736057250,1736057252,1736057253,-21600,iPhone
com.tencent.xin,6,1736056648,1736056654,1736056655,-21600,iPhone
com.tencent.xin,2,1736056639,1736056641,1736056642,-21600,iPhone
com.tencent.xin,2,1736056632,1736056634,1736056634,-21600,iPhone
com.tencent.xin,19,1736056580,1736056599,1736056600,-21600,iPhone
tv.danmaku.bilianime,8,1736052907,1736052915,1736052916,-21600,iPhone
com.apple.PassbookUIService,31,1736051551,1736051582,1736051582,-21600,iPhone
tv.danmaku.bilianime,31,1736051551,1736051582,1736051582,-21600,iPhone
tv.danmaku.bilianime,16,1736051518,1736051534,1736051534,-21600,iPhone
com.bilibili.bilicomic,45,1736051473,1736051518,1736051519,-21600,iPhone
tv.danmaku.bilianime,1,1736051472,1736051473,1736051473,-21600,iPhone
com.bilibili.bilicomic,2,1736051470,1736051472,1736051472,-21600,iPhone
com.zimride.instant,11,1736051454,1736051465,1736051466,-21600,iPhone
com.tencent.xin,3,1736051447,1736051450,1736051451,-21600,iPhone
com.tencent.xin,6,1736051389,1736051395,1736051396,-21600,iPhone
com.tencent.xin,4,1736051049,1736051053,1736051054,-21600,iPhone
com.tencent.xin,19,1736050341,1736050360,1736050360,-21600,iPhone
com.apple.camera,1,1736050352,1736050353,1736050354,-21600,iPhone
com.apple.camera,3,1736050344,1736050347,1736050348,-21600,iPhone
com.tencent.xin,6,1736050317,1736050323,1736050323,-21600,iPhone
com.tencent.xin,1,1736050309,1736050310,1736050311,-21600,iPhone
com.tencent.xin,14,1736050251,1736050265,1736050266,-21600,iPhone
com.tencent.xin,2,1736049318,1736049320,1736049321,-21600,iPhone
com.tencent.xin,2,1736046587,1736046589,1736046589,-21600,iPhone
com.tencent.xin,24,1736046069,1736046093,1736046094,-21600,iPhone
com.xingin.discover,260,1736045807,1736046067,1736046067,-21600,iPhone
com.xfinity.digitalhome,2,1736045804,1736045806,1736045807,-21600,iPhone
com.google.chrome.ios,2,1736045798,1736045800,1736045802,-21600,iPhone
com.amazon.Amazon,61,1736045732,1736045793,1736045795,-21600,iPhone
com.tencent.xin,2,1736045728,1736045730,1736045731,-21600,iPhone
com.tencent.xin,23,1736045701,1736045724,1736045725,-21600,iPhone
com.xingin.discover,4,1736045697,1736045701,1736045701,-21600,iPhone
com.xingin.discover,48,1736045640,1736045688,1736045689,-21600,iPhone
com.tencent.xin,3,1736045637,1736045640,1736045641,-21600,iPhone
com.xingin.discover,12,1736045625,1736045637,1736045638,-21600,iPhone
com.tencent.xin,1,1736045624,1736045625,1736045626,-21600,iPhone
com.xingin.discover,1,1736045621,1736045622,1736045623,-21600,iPhone
tv.danmaku.bilianime,114,1736045505,1736045619,1736045620,-21600,iPhone
com.apple.mobiletimer,4,1736045501,1736045505,1736045506,-21600,iPhone
tv.danmaku.bilianime,8,1736045493,1736045501,1736045501,-21600,iPhone
com.google.Chrome,160,1736044778,1736044938,1736044939,-21600,MacBook
com.microsoft.Outlook,2,1736044776,1736044778,1736044778,-21600,MacBook
com.google.Chrome,12,1736044764,1736044776,1736044777,-21600,MacBook
com.microsoft.Outlook,13,1736044751,1736044764,1736044764,-21600,MacBook
com.apple.finder,1,1736044750,1736044751,1736044752,-21600,MacBook
com.google.Chrome,46,1736044704,1736044750,1736044751,-21600,MacBook
com.apple.finder,1,1736044703,1736044704,1736044705,-21600,MacBook
com.google.Chrome,6,1736044697,1736044703,1736044704,-21600,MacBook
com.microsoft.Outlook,8,1736044689,1736044697,1736044698,-21600,MacBook
com.google.Chrome,350,1736044339,1736044689,1736044690,-21600,MacBook
tv.danmaku.bilianime,7,1736044332,1736044339,1736044339,-21600,iPhone
tv.danmaku.bilianime,29,1736043955,1736043984,1736043985,-21600,iPhone
com.netease.cloudmusic,3,1736043951,1736043954,1736043954,-21600,iPhone
com.netease.cloudmusic,37,1736043576,1736043613,1736043614,-21600,iPhone
com.xingin.discover,1,1736043575,1736043576,1736043577,-21600,iPhone
tv.danmaku.bilianime,3,1736043571,1736043574,1736043574,-21600,iPhone
tv.danmaku.bilianime,37,1736043524,1736043561,1736043561,-21600,iPhone
tv.danmaku.bilianime,16,1736043427,1736043443,1736043444,-21600,iPhone
com.microsoft.Outlook,35,1736043230,1736043265,1736043266,-21600,MacBook
com.apple.finder,0,1736043230,1736043230,1736043230,-21600,MacBook
com.google.Chrome,76,1736043154,1736043230,1736043230,-21600,MacBook
com.apple.mobiletimer,5,1736042023,1736042028,1736042028,-21600,iPhone
com.tencent.xin,63,1736041958,1736042021,1736042022,-21600,iPhone
com.microsoft.Office.Outlook,13,1736041945,1736041958,1736041959,-21600,iPhone
com.microsoft.Outlook,3,1736041948,1736041951,1736041952,-21600,MacBook
com.google.Chrome,83,1736041865,1736041948,1736041948,-21600,MacBook
com.tencent.xin,6,1736041938,1736041944,1736041945,-21600,iPhone
com.microsoft.Outlook,29,1736041836,1736041865,1736041865,-21600,MacBook
com.google.Chrome,33,1736041803,1736041836,1736041836,-21600,MacBook
com.microsoft.Outlook,39,1736041764,1736041803,1736041804,-21600,MacBook
com.apple.finder,0,1736041764,1736041764,1736041764,-21600,MacBook
com.google.Chrome,194,1736041570,1736041764,1736041764,-21600,MacBook
com.apple.finder,10,1736041560,1736041570,1736041571,-21600,MacBook
com.google.Chrome,28,1736041532,1736041560,1736041561,-21600,MacBook
com.apple.finder,2,1736041530,1736041532,1736041533,-21600,MacBook
com.google.Chrome,55,1736041475,1736041530,1736041531,-21600,MacBook
com.apple.mobiletimer,2,1736041484,1736041486,1736041486,-21600,iPhone
com.ubercab.UberEats,5,1736041479,1736041484,1736041485,-21600,iPhone
com.apple.mobiletimer,4,1736041480,1736041484,1736041485,-21600,iPhone
com.google.Chrome,340,1736041103,1736041443,1736041443,-21600,MacBook
com.apple.finder,1,1736041102,1736041103,1736041103,-21600,MacBook
com.microsoft.Outlook,24,1736041078,1736041102,1736041102,-21600,MacBook
com.google.Chrome,29,1736041049,1736041078,1736041078,-21600,MacBook
com.microsoft.Outlook,41,1736041008,1736041049,1736041050,-21600,MacBook
com.apple.finder,0,1736041008,1736041008,1736041009,-21600,MacBook
com.google.Chrome,232,1736040776,1736041008,1736041009,-21600,MacBook
com.apple.finder,1,1736040775,1736040776,1736040777,-21600,MacBook
com.google.Chrome,21,1736040754,1736040775,1736040775,-21600,MacBook
com.microsoft.Outlook,1,1736040753,1736040754,1736040755,-21600,MacBook
com.google.Chrome,17,1736040736,1736040753,1736040754,-21600,MacBook
com.apple.finder,6,1736040730,1736040736,1736040737,-21600,MacBook
com.google.Chrome,25,1736040705,1736040730,1736040730,-21600,MacBook
com.apple.mobilenotes,5,1736040317,1736040322,1736040323,-21600,iPhone
com.ubercab.UberEats,11,1736040306,1736040317,1736040317,-21600,iPhone
com.ubercab.UberEats,18,1736040285,1736040303,1736040304,-21600,iPhone
com.apple.mobilenotes,7,1736040278,1736040285,1736040285,-21600,iPhone
com.ubercab.UberEats,19,1736040259,1736040278,1736040279,-21600,iPhone
com.apple.mobilenotes,13,1736040246,1736040259,1736040260,-21600,iPhone
com.ubercab.UberEats,20,1736040226,1736040246,1736040246,-21600,iPhone
com.apple.mobilenotes,6,1736040220,1736040226,1736040227,-21600,iPhone
com.ubercab.UberEats,16,1736040204,1736040220,1736040221,-21600,iPhone
com.apple.mobilenotes,6,1736040195,1736040201,1736040202,-21600,iPhone
com.apple.mobilenotes,8,1736040182,1736040190,1736040191,-21600,iPhone
com.apple.mobilenotes,10,1736040161,1736040171,1736040172,-21600,iPhone
com.differentsocial.Weee,12,1736040149,1736040161,1736040162,-21600,iPhone
com.apple.mobilenotes,76,1736040070,1736040146,1736040146,-21600,iPhone
com.amazon.Amazon,3,1736040067,1736040070,1736040071,-21600,iPhone
com.amazon.Amazon,11,1736040037,1736040048,1736040049,-21600,iPhone
com.amazon.Amazon,258,1736039771,1736040029,1736040030,-21600,iPhone
com.xingin.discover,17,1736039535,1736039552,1736039552,-21600,iPhone
com.xingin.discover,28,1736039452,1736039480,1736039480,-21600,iPhone
com.zimride.instant,1,1736039451,1736039452,1736039453,-21600,iPhone
com.xingin.discover,1,1736039450,1736039451,1736039451,-21600,iPhone
com.zimride.instant,2,1736039448,1736039450,1736039450,-21600,iPhone
com.apple.mobilenotes,70,1736039376,1736039446,1736039447,-21600,iPhone
com.apple.MobileSMS,4,1736039370,1736039374,1736039374,-21600,iPhone
com.apple.MobileSMS,5,1736038996,1736039001,1736039001,-21600,iPhone
com.zimride.instant,1,1736038992,1736038993,1736038994,-21600,iPhone
com.tencent.xin,3,1736038989,1736038992,1736038993,-21600,iPhone
com.tencent.xin,13,1736038621,1736038634,1736038635,-21600,iPhone
com.tencent.xin,3,1736038482,1736038485,1736038486,-21600,iPhone
com.tencent.xin,1,1736038453,1736038454,1736038455,-21600,iPhone
com.apple.MobileSMS,4,1736038449,1736038453,1736038453,-21600,iPhone
com.apple.mobiletimer,2,1736038444,1736038446,1736038447,-21600,iPhone
com.tencent.xin,3,1736038441,1736038444,1736038445,-21600,iPhone
com.zimride.instant,11,1736038430,1736038441,1736038441,-21600,iPhone
com.tencent.xin,35,1736038395,1736038430,1736038431,-21600,iPhone
com.zimride.instant,5,1736038390,1736038395,1736038396,-21600,iPhone
com.zimride.instant,39,1736038282,1736038321,1736038322,-21600,iPhone
com.zimride.instant,17,1736038177,1736038194,1736038194,-21600,iPhone
com.apple.camera,0,1736038187,1736038187,1736038188,-21600,iPhone
com.apple.camera,0,1736038180,1736038180,1736038181,-21600,iPhone
com.zimride.instant,17,1736038156,1736038173,1736038174,-21600,iPhone
com.zimride.instant,36,1736038029,1736038065,1736038066,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,2,1736038022,1736038024,1736038025,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,22,1736037999,1736038021,1736038022,-21600,iPhone
com.tencent.xin,5,1736037994,1736037999,1736038000,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,1,1736037993,1736037994,1736037995,-21600,iPhone
com.tencent.xin,2,1736037989,1736037991,1736037991,-21600,iPhone
com.apple.mobiletimer,3,1736037657,1736037660,1736037661,-21600,iPhone
com.tencent.xin,3,1736037654,1736037657,1736037658,-21600,iPhone
com.tencent.xin,32,1736037462,1736037494,1736037495,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,21,1736037441,1736037462,1736037463,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,51,1736037284,1736037335,1736037336,-21600,iPhone
com.tencent.xin,11,1736037269,1736037280,1736037281,-21600,iPhone
com.tencent.xin,10,1736036670,1736036680,1736036681,-21600,iPhone
com.tencent.xin,2,1736036398,1736036400,1736036401,-21600,iPhone
com.tencent.xin,1,1736036312,1736036313,1736036313,-21600,iPhone
com.tencent.xin,12,1736036287,1736036299,1736036300,-21600,iPhone
com.tencent.xin,10,1736036077,1736036087,1736036087,-21600,iPhone
com.tencent.xin,8,1736036061,1736036069,1736036070,-21600,iPhone
com.tencent.xin,38,1736036020,1736036058,1736036059,-21600,iPhone
com.apple.mobiletimer,2,1736035918,1736035920,1736035921,-21600,iPhone
com.xingin.discover,8,1736035910,1736035918,1736035918,-21600,iPhone
com.tencent.xin,3,1736035907,1736035910,1736035910,-21600,iPhone
com.xingin.discover,492,1736035415,1736035907,1736035908,-21600,iPhone
com.tencent.xin,4,1736035411,1736035415,1736035416,-21600,iPhone
com.xingin.discover,398,1736035013,1736035411,1736035411,-21600,iPhone
com.tencent.xin,2,1736035011,1736035013,1736035013,-21600,iPhone
